id,judul,genre,sinopsis
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Action, Adventure, Comedy, Fantasy, Sci-Fi","Saat Goku menyelidiki kehancuran Galaksi Selatan, Vegeta diangkat menjadi Raja Planet Baru Vegeta, dan menghancurkan Super Saiyan Legendaris, Broly.

(Sumber: JST)"
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Tuan Money mengadakan Tenka'ichi Budokai lagi dan Tuan Setan mengundang semua orang di dunia untuk bergabung. Sedikit yang dia tahu bahwa Bojack, seorang penjahat kuno yang melarikan diri dari penjaranya, sedang bersaing. Karena Goku saat ini sudah mati, Gohan, Vegeta, dan Trunks harus mengalahkan Bojack dan kaki tangannya."
903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,"Action, Adventure, Comedy, Fantasy","Setelah kekalahannya dari Goku, Broly mendarat dan berhibernasi di bumi. Setelah beberapa waktu, dia dibangunkan oleh Trunks dan Goten, yang Broly yakini adalah Kakarott, dan mengamuk untuk membunuh mereka berdua. Pada saat yang sama, Gohan sedang dalam perjalanan untuk menantang Super Saiyan Legendaris sendirian."
904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"Action, Adventure, Comedy, Fantasy","Jaga Bada, rekan tanding lama Pak Setan, telah mengundang Setan ke pulau pribadinya untuk mengadakan pertandingan dendam. Trunks dan Goten memutuskan untuk ikut berpetualang dan Android #18 mengikuti Setan untuk mendapatkan uang yang dia hutangkan padanya. Sedikit yang mereka tahu bahwa ilmuwan Jaga Bada telah menemukan cara untuk membangkitkan kembali Broly, Super Saiyan yang legendaris."
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Setelah kecelakaan kebersihan, penjaga yang tidak menaruh curiga berubah menjadi Janemba, iblis kuning gemuk yang mendatangkan malapetaka di akhirat. Gokuu Son telah berkompetisi dalam turnamen seni bela diri untuk mayat hidup sejak kematian heroiknya dalam pertempuran melawan Cell. Segera, kekacauan Janemba menarik Gokuu dan sesama pejuang Pikkon ke arahnya, memaksa pasangan tersebut mencari cara untuk mengalahkan monster raksasa itu.

Setelah bertarung dengannya, Gokuu menyaksikan Janemba mengalami transformasi lain: iblis itu melepaskan lemaknya dan berubah warna, berubah menjadi musuh bersenjatakan pedang yang lebih kuat dari siapa pun yang pernah dihadapi Gokuu sejauh ini. Dengan bantuan saingannya yang juga telah meninggal, Vegeta, Gokuu harus menghentikan Janemba yang menakutkan yang mengganggu tatanan alam semesta."
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Z Warriors menemukan kotak musik yang tidak bisa dibuka dan diminta untuk membukanya dengan bola naga. Isinya ternyata adalah seorang prajurit bernama Tapion yang telah menyegel dirinya di dalam bersama monster bernama Hildegarn. Goku kini harus menyempurnakan teknik baru untuk mengalahkan monster jahat itu. 

(Sumber: JST)"
907,Princess Princess,"Comedy, Drama","Penampilan menarik Tooru Kouno menarik perhatian tak terduga pada hari pertamanya di sekolah khusus laki-laki. Harus pindah ke sekolah tanpa anak perempuan sudah cukup buruk, tapi yang menambah daftar frustrasinya adalah anak laki-laki yang menatapnya sepanjang hari. Namun, dia berharap mungkin ada gadis di sekitarnya, karena dia bertemu dengan gadis cantik berambut merah muda di kampus pada hari itu.

Setelah diantar ke asramanya oleh teman sekelasnya, Yuujirou Shihoudani, dia bertemu dengan seorang siswa bernama Mikoto Yutaka, yang terlihat sangat mirip dengan gadis yang dia lihat sebelumnya. Yang mengejutkan, dia menyadari Mikoto adalah gadis itu dan menanyakan kepadanya tentang wahyu ini. Yuujirou mengungkapkan bahwa dia dan Mikoto melakukan crossdress sebagai bagian dari pekerjaan mereka: sebuah tradisi sekolah di mana siswa tahun pertama yang menarik dipilih sebagai idola yang disebut ""Putri"" untuk meningkatkan moral para siswa—dan karena penampilannya, Tooru telah dipilih oleh OSIS sebagai Putri ketiga mereka!"
908,Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy","1. Alkemis Negara vs Tujuh Homunculi
Film berdurasi 10 menit yang menampilkan: Ed, Al, Mustang dan banyak anggota Negara lainnya bertempur melawan Homonculi yang mematikan dalam realitas alternatif Amestris.

2. Pesta Chibi (Enkai-hen)
Drama komedi pendek berdurasi 6 menit yang digambar dengan gaya Super Deformed di mana setiap karakter dalam serial (termasuk orang jahat) merayakan ""After Party"" dari film Penakluk Shambala.

3. Anak-anak (Kodomo-ayam)
Cerita pendek berdurasi 3 menit yang menampilkan Edward dan cucu-cucunya di tahun 2005.

(Sumber: JST)"
909,Geneshaft,"Adventure, Sci-Fi","Pada abad ke-21, umat manusia berada di ambang kehancuran. Namun melalui rekayasa genetika mereka menghilangkan perasaan seperti cinta dan keinginan akan kekuasaan. Karena perempuan secara alami kurang agresif dibandingkan laki-laki, rasio perempuan terhadap laki-laki ditetapkan sebesar 9:1. Sekarang orang direkayasa untuk memiliki keterampilan yang dianggap perlu oleh orang lain. Ada sebuah cincin raksasa yang sekarang mengorbit bumi, yang berada di sana dan menyampaikan informasi kembali ke ras alien yang mengirimkannya. Kini tim beranggotakan lima wanita akan berusaha membasmi ancaman alien tersebut. 

(Sumber: JST)"
910,Himawari!,"Adventure, Comedy","Himawari Hinata baru-baru ini dipindahkan ke Shinobi Gakuen untuk berlatih menjadi kunoichi terbaik yang dia bisa. Dia ingin menjadi seorang ninja sejak dia diselamatkan oleh seorang ninja ketika dia masih kecil. Pada hari pertamanya, dia bertemu Hayato Madenokoji (guru pindahan baru) yang menyelamatkan nyawanya. Hayato tidak memiliki keterampilan atau sifat ninja apa pun, dia mengajari para ninja tentang masyarakat normal untuk melunasi utangnya. Namun, Himawari memperhatikan bahwa Hayato memiliki tanda yang sama di lehernya seperti ninja yang menyelamatkannya ketika dia masih muda. 

(Sumber: JST)"
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Supernatural","Dengan hanya memikirkan Coast School, Takamine Kiyomaro membuat Gash bingung karena dia akan membuat Volcan 300 baru untuk dia mainkan. Si jenius mencoba mengejar bus yang akan membawanya ke sana, tetapi Volcan 300 raksasa menculiknya. Sementara itu Gash berteman dengan Vulcan yang sama yang menculik Kiyomaro yang kemudian bernama: Volcan 300 Generasi 4. Si jenius bangun dan melihat bahwa dia tidak berada di Sekolah Pantai, tetapi seorang dokter bernama M2 ingin dia menjadi rekannya di masa depan. Namun, Gash dan iblis lainnya mengganggu rencana M2 dalam membawa Kiyomaro ke masa depan dengan bantuan Generasi 4 yang setuju untuk membawa Gash ke sana karena kesalahan pada sistemnya. Tetap saja dokter mencoba membuat Kiyomaro kembali bersamanya, tapi dengan bantuan semua orang, dia dikalahkan. Meskipun situasi baru sudah dekat, time warp yang berasal dari M2 tidak terkendali. Terserah Gash dan yang lainnya untuk menyelamatkan kota atau tersedot ke dalamnya. 

(Sumber: JST)"
912,Ninkuu,Adventure,"Dalam perang tersebut, sekelompok prajurit bernama Ninku berperang melawan Tentara Kekaisaran dan hampir memusnahkannya. Namun pada akhirnya Ninku tersebut kalah dan hancur berkeping-keping. Setelah perang, tentara kekaisaran membuktikan diri sebagai pembela rakyat dengan bantuan propaganda. Mereka juga berhasil membuat masyarakat menganggap Ninku adalah penjahat dan memulai perang. Fusuke terlihat seperti anak kecil namun dia adalah mantan kapten divisi Ninku pertama. Ibunya diambil selama perang dan setelah Ninku dikalahkan, dia melakukan perjalanan untuk menemukannya. Dalam perjalanannya dia bertemu Aicho dan Touji, keduanya juga mantan kapten Ninku, dan bersama-sama mereka bertarung melawan tentara kekaisaran yang mencoba membunuh Ninku yang tersisa.

Ninku adalah klan ninja yang telah punah dan menguasai teknik esoterik dan kuat, oleh karena itu banyak kelompok lain yang terus-menerus mencoba mencuri teknik mereka untuk mengambil alih negara. Target utama mereka adalah Fusuke, seorang anak berpenampilan aneh namun salah satu ninja Ninku terkuat. Fusuke bersama ninja Ninku lainnya dengan spesialisasi berbeda harus melawan ancaman yang menyebabkan jatuhnya klan Ninku.

(Sumber: JST)"
913,Kakutou Bijin Wulong,"Action, Ecchi","Sekilas, Mao Ran adalah gadis cantik biasa, tapi dia adalah ahli seni bela diri yang diturunkan oleh keluarga Mao. Suatu hari, dia ditipu oleh kakeknya, dan dipaksa untuk mengambil bagian dalam pertandingan pertarungan, ""Prime Mat"". Pertama, dia enggan untuk bertarung, tetapi saat bertarung melawan lawannya, dia perlahan-lahan terpesona oleh ""pertarungan"".

(Sumber: AnimeNfo)"
914,Ike! Ina-chuu Takkyuu-bu,"Comedy, Ecchi","Ketika Klub Ping-Pong SMP Inaho menjadi apatis terhadap turnamen yang akan datang, manajer baru mereka, Kyoko Iwashita, meningkatkan semangat mereka dengan sesuatu yang tidak dapat mereka tolak—sebuah ""tiket seks"", sebuah voucher yang memberikan pemain terbaik di tim akses murni ke tubuhnya selama sebulan penuh. Ini hanyalah salah satu dari banyak cara klub ping-pong aneh ini melampaui keadaan normal.

Di antara enam anggota Klub Ping-Pong, Maeno terbukti menjadi yang paling menyusahkan, menemukan cara-cara aneh untuk mengalihkan perhatian tim setiap hari. Karena orang lain berkontribusi terhadap tindakan nakal ini, Takeda—kapten klub—berusaha sekuat tenaga untuk menahan kelakuan tim. Tapi ketika wakil kapten populer Yuusuke Kinoshita terpikat oleh para gadis, dia malah mendapat dukungan dari manajer yang tegas namun tangguh, Kyoko.

Dengan risiko pembubaran tim yang selalu ada, Takeda dan teman-temannya harus mengatasi banyak rintangan. Meskipun Maeno sering terlihat membahayakan klub, biasanya dialah yang merancang skema yang sangat gila sehingga memiliki peluang untuk berhasil. Bisakah Maeno dan aksi menggelikannya membantu timnya bertahan, atau akankah mereka terus menjadi pengganggu Klub Ping-Pong?"
915,Ginga Densetsu Weed,"Adventure, Drama","Seekor anjing bernama Weed kebetulan mendengar bahwa dia adalah putra Gin, pemimpin besar Ohu yang memimpin anjing-anjing Ohu menuju kemenangan dalam pertarungan melawan beruang monster, Akakabuto. Weed ingin menemukan ayahnya bagaimanapun caranya. Dalam perjalanan mencari ayahnya, Weed bertemu banyak teman dan musuh. 

(Sumber: JST)"
916,Tokkou,"Action, Comedy, Horror, Mystery, Supernatural","""Shindou Ranmaru baru saja lulus dari akademi kepolisian dan ditugaskan ke Tokko: Pasukan Investigasi Seluler Khusus. Di hari kelulusannya, dia bertemu dengan gadis setengah telanjang yang dia lihat dalam mimpinya. Namanya Rokujo Sakura dan dia bekerja untuk kelompok rahasia di dalam Tokki, yang dikenal sebagai Tokko: Satuan Tugas Keamanan Publik Khusus. Shindou akhirnya bergabung dengan Tokko untuk membalas kematian orang tuanya, dan memecahkan pembunuhan massal misterius warga di kampung halamannya di Machida. Sementara itu, jurang maut lubang mulai muncul di sekitar Jepang, dan makhluk misterius muncul dari sana. Mungkinkah peristiwa ini terkait dengan Pembantaian Machida?""

(Sumber: Sampul Belakang Seri DVD Lengkap)"
917,Riding Bean,Action,"Bean Bandit dan rekannya Rally Vincent adalah kurir sewaan - mengangkut klien dan mengantarkan barang dengan mobil sport kustomnya ""Roadbuster"" dengan harga yang mahal. Tapi ketika mereka disewa untuk mengawal seorang gadis yang diculik bernama Chelsea ke rumahnya, mereka tidak menyadari bahwa mereka dijebak karena penculikan karena mantan klien mereka Semmerling dan Carrie merencanakan pelarian mereka bersama ayah Chelsea dan uang tebusan. 

(Sumber: JST)"
918,Gintama,"Action, Comedy, Sci-Fi","Edo adalah kota yang menjadi rumah bagi semangat dan ambisi samurai di seluruh negeri. Namun, setelah penyerahan feodal Jepang kepada alien kuat yang dikenal sebagai ""Amanto"", aspirasi tersebut kini tampaknya tidak dapat dicapai. Dengan dibangunnya kembali keshogunan yang dulunya berpengaruh sebagai pemerintahan boneka, undang-undang baru disahkan yang melarang semua penggunaan pedang di depan umum. 

Masukkan Gintoki Sakata, seorang pria eksentrik berambut perak yang selalu membawa pedang kayu dan mempertahankan statusnya sebagai seorang samurai meskipun ada larangan. Sebagai pendiri Yorozuya, sebuah usaha kecil-kecilan untuk pekerjaan sambilan, Gintoki sering kali melakukan upaya untuk membantu orang lain—meskipun biasanya dengan cara yang agak aneh dan tidak terduga. 

Dibantu oleh Shinpachi Shimura, seorang anak laki-laki berkacamata yang konon sedang mempelajari jalan samurai; Kagura, gadis tomboy dengan kekuatan super dan nafsu makan yang tak ada habisnya; dan Sadaharu, anjing peliharaan raksasa mereka yang suka menggigit kepala orang, Yorozuya menghadapi apa pun mulai dari keluarga kerajaan asing hingga perkelahian dengan geng lokal di dunia Edo yang selalu berubah."
919,Ray The Animation,"Drama, Romance, Sci-Fi","Jika Anda punya cukup uang, Anda bisa membeli apa saja. Jadi mengapa harus menunggu organ yang Anda perlukan tersedia? Dibesarkan untuk diambil bagiannya, Ray sudah kehilangan matanya ketika ahli bedah pemberontak Black Jack menyelamatkannya. Sekarang, sepuluh tahun kemudian, dia telah tumbuh menjadi seorang ahli bedah. Dan berkat mata buatan unik yang dia terima sebagai penggantinya, dia memiliki reputasi dalam melakukan operasi medis luar biasa yang bahkan tidak dapat dilakukan oleh orang lain. Namun tanpa diketahui oleh siapa pun kecuali segelintir orang, upaya pembedahannya hanyalah bagian dari misi yang lebih besar: untuk mengetahui apa yang terjadi pada anak-anak lain yang dibesarkan bersamanya, dan untuk menemukan orang-orang yang mencuri mata sejak lahir dan membawa mereka ke pengadilan. 

(Sumber: Jaringan Anime)"
920,Nurse Witch Komugi-chan Magikarte Special,Comedy,"Acara spesial TV, yang dikenal sebagai episode 2.5, yang berlangsung antara episode 2 dan 3.

(Sumber: JST)"
921,Nurse Witch Komugi-chan Magikarte Z,Comedy,Sekuel dari seri pertama.
924,Transformers: Choujin Master Force,"Action, Adventure, Sci-Fi","Meskipun Decepticons telah diusir dari Bumi, tim kecil Autobot Pretenders tetap tertinggal, untuk berjaga-jaga. Dipimpin oleh Metalhawk (""Hawk"" dalam identitas manusianya), para Pretender tinggal di antara manusia, menggunakan cangkang Pretender mereka untuk mengambil ukuran dan penampilan manusia. Kehati-hatian Autobots membuahkan hasil: Decepticon Pretenders segera muncul, dipimpin oleh kekuatan misterius yang disebut Devil Z. Autobots dan Decepticons segera membangun kekuatan mereka, merekrut manusia untuk menjadi Kepala Sekolah Junior dan Godmaster (Powermasters).

(Sumber: JST)"
925,Transformers: The☆Headmasters,"Action, Adventure, Sci-Fi","Kepala Sekolah dimulai dengan Galvatron memimpin kelompok Destron baru untuk berperang melawan Cybertron, Kepala Sekolah Destron. Cybertrons diselamatkan dengan kedatangan Kepala Sekolah Cybertron, yang dipimpin oleh Fortress (Cerebros, kepala Fortress Maximus). Terungkap bahwa Benteng Maximus meninggalkan Cybertron jutaan tahun yang lalu untuk mencari energi, dan akhirnya berhasil pulang. Dia menjelaskan bahwa Kepala Sekolah berasal dari planet bernama Guru; robot seukuran manusia yang tinggal di sana membuat tubuh seukuran Transformers. Mereka kemudian dapat mengubah diri mereka menjadi kepala robot, dan kini bergabung dalam perang Cybertron-Destron.

(Sumber: JST)"
926,Tatakae! Chou Robot Seimeitai Transformers Victory,"Action, Adventure, Sci-Fi","Berlatar tahun 2025 M, Transformers Victory memperkenalkan Star Sabre, prajurit Autobot terkuat dan pendekar pedang terhebat di galaksi. Menyusul kekalahan Decepticons di Bumi dalam Perang Masterforce, para penjahat mulai menyerang planet lain secara agresif di alam semesta. Untuk melawan ancaman ini, Autobots bergabung dengan banyak peradaban dan makhluk hidup lain (termasuk Kemanusiaan) untuk membentuk Aliansi Perdamaian Galaksi, dengan Star Sabre sebagai pemimpinnya.

Mencari energi yang diperlukan untuk membebaskan Benteng Penghancur Planet yang besar dari penjara di Nebula Gelap tempat Star Saber menyegelnya bertahun-tahun yang lalu, Kaisar Penghancur baru Decepticons, Deathsaurus (Dezarus), menyerang Bumi dengan Dinoforce-nya, mendorong Star Saber dan timnya untuk menetap di planet ini.

(Sumber: TF Wiki)"
927,Transformers Superlink,"Adventure, Sci-Fi","Sudah 10 tahun sejak pertarungan penting dengan Unicron. Banyak Decepticons yang bertempur melawan Unicron telah bergabung dengan Autobos untuk menambang Energon, sumber energi alternatif. Namun sumber kejahatan baru telah muncul, Alpha Q yang berencana mencuri Energon dari Autobots dengan bantuan Scorponok dan Terrorcons. Kejahatan baru ini mencoba menghidupkan kembali Megatron dan Unicron untuk menyalakan kembali api perang lama. 

(Sumber: JST)"
928,Transformers Galaxy Force,"Adventure, Sci-Fi","Terpaksa meninggalkan planet asal mereka, Cybertron, karena ancaman Lubang Hitam, Optimus Prime bersiap memimpin prajurit autobotnya ke Bumi. Saat mereka pergi, mereka dihadapkan pada Vector Prime yang memperingatkan Optimus Prime tentang ancaman terhadap galaksi jika keempat Kunci Planet Cyber ​​tidak dikumpulkan tepat waktu. Namun, Megatron punya rencananya sendiri untuk alam semesta. Saat mereka memulai pencarian, mereka mendarat di planet baru yang dihuni oleh berbagai ras Transformer serta Konvoi yang memimpin planet-planet tersebut."
929,Seisenshi Dunbine,"Action, Adventure, Drama, Fantasy, Sci-Fi","Shou Zama adalah seorang remaja biasa berusia 18 tahun dari Tokyo yang mendapati dirinya dipanggil ke dunia fantasi abad pertengahan di Sumur Byston. Setibanya di sana, dia ditugaskan di bawah penguasa ambisius Drake Luft, yang berupaya memperluas kekuasaannya. Mereka seperti Shou yang berasal dari ""Upper Earth"" memiliki kekuatan aura yang kuat dan diperintahkan untuk mengemudikan ""Aura Battlers"", mecha insektoid yang dirancang oleh seorang pria bernama Shot Weapon, yang juga berasal dari Upper Earth.

Namun, aliansi Shou dengan cepat berubah ketika dia bertemu Marvel Frozen, seorang wanita muda yang memutuskan untuk memberontak terhadap agenda politik Drake. Saat dia menyadari niat sebenarnya dari tuannya, anak laki-laki itu memilih untuk bergabung dalam pertarungan melawan Drake dan bekerja sama dengan Neal Give, yang memimpin gerakan perlawanan. Perlawanan tidak sendirian—Riml, putri musuh mereka dan cinta rahasia Neal, membantu upaya mereka, berharap bisa lepas dari cengkeraman ayahnya. Saat Shou mendapati dirinya bertarung bersama rekan-rekan barunya, mereka mempertaruhkan nyawa untuk mencegah Drake yang jahat mengambil alih Byston Well sebelum terlambat."
930,Densetsu Kyojin Ideon,"Drama, Sci-Fi","Umat ​​​​manusia telah melakukan perjalanan ke bintang-bintang dan menemukan berbagai peradaban asing, yang kini telah lama mati. Setelah menemukan sisa-sisa arkeologi dari peradaban semacam itu di planet Solo, umat manusia akhirnya bertemu untuk pertama kalinya dengan spesies asing yang masih hidup: Klan Buff. Ketika Karala Ajiba, putri pemimpin militer Klan Buff, menginjakkan kaki di permukaan Solo, Klan Buff melancarkan serangan brutal ke koloni untuk mengambilnya kembali.

Untuk melarikan diri, Cosmo Yuki, Kasha Imhof, dan Bes Jordan menaiki tiga truk, yang segera berubah menjadi robot humanoid raksasa Ideon. Ketika pemukiman di Solo hancur, para penyintas menaiki pesawat luar angkasa yang baru ditemukan—Kapal Solo—dan melarikan diri, berusaha menjauh dari alien dan akhirnya menemukan kedamaian. Namun, Klan Buff yang tak kenal lelah masih terus mengejar dan tidak akan menyerah begitu saja."
932,Ichigeki Sacchuu!! Hoihoi-san,"Comedy, Sci-Fi, Slice of Life","Waktunya sudah dekat. Kecoa dan hama rumah tangga lainnya menjadi kebal terhadap segala bentuk insektisida. Menanggapi krisis ini, sebuah perusahaan Jepang telah menciptakan robot pembasmi serangga kecil berbentuk boneka yang disebut Hoi Hoi-san. Perusahaan pesaing juga telah merilis versi mereka sendiri, Combat-san. Karena penampilannya yang menggemaskan, robot kecil ini menjadi fenomena dan mendapatkan banyak penggemar. Larut malam, di rumah salah satu penggemar tersebut, Hoi Hoi-san dan Combat-san mencari serangga untuk dimusnahkan... tapi Combat-san tidak segan-segan mencoba memusnahkan Hoi Hoi-san saat dia melakukannya."
933,Dai Mahou Touge,"Comedy, Fantasy, Supernatural","Punie selanjutnya menjadi ratu Negeri Ajaib. Namun, dia harus menghabiskan satu tahun di Bumi sebelum dia dapat mewarisi takhta, jadi dia pindah ke sebuah sekolah di Jepang. Dia biasanya gadis yang manis dan lembut... kecuali seseorang melakukan sesuatu yang tidak menyenangkannya, maka dia akan membatalkan tindakannya. Dia tidak akan ragu untuk mencabut tongkat sihirnya dan dengan riang menghujani kehancuran berdarah pada orang bodoh yang malang itu, atau kecuali itu, cukup gunakan gerakan gulat yang dia sebut ""Submission"" untuk menghukum mereka. Ditemani oleh maskot hewannya Paya-tan, yang melakukan upaya rutin dalam hidupnya (masih merasa getir karena dikalahkan dan kemudian direkrut secara paksa dari Desa Maskot Waku Waku), dan dipaksa untuk menangkis serangan acak oleh berbagai orang dari Kerajaannya yang semuanya memiliki alasan berbeda untuk menginginkan kematiannya, dia harus menyelesaikan pelatihan tahun ini di Bumi tanpa gagal."
934,Higurashi no Naku Koro ni,"Horror, Mystery, Supernatural, Suspense","Keiichi Maebara baru saja pindah ke desa kecil yang tenang di Hinamizawa pada musim panas tahun 1983, dan dengan cepat menjadi teman tak terpisahkan dengan teman sekolahnya Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, dan Rika Furude. Namun, kegelapan mengintai di balik kehidupan indah yang mereka jalani. 

Saat desa bersiap untuk festival tahunannya, Keiichi mengetahui tentang legenda lokal seputar desa tersebut. Yang membuatnya ngeri, dia menemukan bahwa ada beberapa pembunuhan dan penghilangan di desa tersebut dalam beberapa tahun terakhir, dan semuanya tampaknya ada hubungannya dengan festival dan dewa pelindung desa, Oyashiro. Keiichi mencoba bertanya kepada teman-teman barunya tentang kejadian ini, tapi mereka diam saja dan menolak memberikan jawaban yang dia butuhkan. Ketika kejadian-kejadian aneh semakin banyak terjadi, dia bertanya-tanya apa lagi yang disembunyikan teman-temannya darinya, dan apakah dia bisa memercayai mereka.

Ketika kegilaan dan paranoia mulai mengakar di hati Keiichi, dia akan langsung tersandung ke dalam misteri yang bekerja di Higurashi no Naku Koro ni, sebuah kisah yang diceritakan dalam berbagai alur."
935,Witchblade,"Action, Sci-Fi","Masane Amaha dan putrinya Rihoko melarikan diri dari lembaga kesejahteraan anak pemerintah yang ingin mengambil Rihoko dari ibunya. Mereka ditangkap dan Rihoko dibawa pergi. Sementara itu, Masane diserang oleh senjata canggih yang bisa menyamar menjadi manusia. Saat dihadapkan pada bahaya, cahaya aneh terpancar dari pergelangan tangannya dan dia berubah menjadi makhluk yang kuat. Dia menghancurkan senjatanya dan akibatnya terlibat dalam perebutan kekuasaan antara organisasi-organisasi kuat, dan dia menjadi pusat perhatian mereka. Karena dia memegang kekuatan terbesar dari semuanya, Pedang Penyihir yang legendaris.

(Sumber: AniDB)"
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Action, Adventure, Fantasy","Dalam upaya yang penuh gejolak, para ninja Sunagakure berupaya mengusir invasi tak terduga dari prajurit lapis baja misterius di Negeri Angin. Tak lama setelah itu, pasukan lapis baja yang sama dipimpin oleh Temujin—seorang ksatria terampil dengan kekuatan yang mengesankan—menyergap Naruto Uzumaki, Sakura Haruno, dan Shikamaru Nara, yang sedang dalam misi untuk memulihkan musang yang hilang. Naruto dan Temujin terlibat pertarungan sengit yang berakhir dengan keduanya terjatuh dari tebing.

Terkejut dengan kemalangan mendadak yang dialami teman mereka, Sakura dan Shikamaru menyaksikan perkembangan mengkhawatirkan lainnya: sebuah bangunan besar yang bergerak muncul entah dari mana, menghancurkan pohon dan batu apa pun yang dilewatinya. Saat Sakura berangkat mencari Naruto, Shikamaru menyusup ke benteng yang megah dengan harapan bisa mengetahui lebih banyak tentang situasi kritis tersebut. 

Terjerat dalam konflik tanpa henti, para ninja Konohagakure bergabung dengan rekan-rekan Sunagakure mereka untuk mengalahkan musuh bersama. Namun, di tengah kekacauan tersebut, muncul pertentangan antara dua visi berbeda tentang dunia ideal."
937,Appleseed,"Action, Adventure, Sci-Fi","Appleseed terjadi setelah Perang Dunia III, di mana Kantor Pengendalian Manajemen Umum membangun kota eksperimental yang dikenal sebagai Olympus. Dibangun untuk menjadi surga di Bumi, Olympus dihuni oleh manusia, cyborg, dan bioroid (manusia hasil rekayasa genetika yang dirancang untuk meningkatkan kemampuan fisik dan menurunkan kemampuan emosional). Bioroid menjalankan dan mengendalikan semua fungsi administratif Olympus, memastikan bahwa kota ini tetap menjadi masyarakat utopis seperti yang dimaksudkan untuk semua warganya. Namun bagi sebagian orang yang tinggal di Utopia, kota tidak lagi seperti rumah dan lebih seperti kandang.

Petugas polisi Calon Mautholos semakin membenci Olympus setelah istrinya bunuh diri, menyalahkan kematiannya karena kurangnya kebebasan berkreasi yang disebabkan oleh peraturan yang mengikat warga kota. Ketika kebenciannya terhadap kota semakin meningkat, Calon berkonspirasi dengan teroris A.J. Sebastian menghancurkan Badan Legislatif Biro Manajemen Pusat untuk menjatuhkan aturan Olympus yang membunuh istrinya. Namun ketika Calon mengetahui bahwa yang menjadi motif Sebastian bukanlah ketidakpuasan politik, melainkan kebencian terhadap bioroid, Calon berubah menjadi pemberontak dan menarik perhatian pejabat kota. Deunan Knute dan rekannya Briareos dari unit kontra-terorisme ESWAT dikirim untuk memburu dan menghentikan Calon dan Sebastian... dengan cara apa pun yang diperlukan!"
938,Shin Getter Robo tai Neo Getter Robo,"Action, Sci-Fi","Bertahun-tahun setelah kekalahan Kekaisaran Reptil, Tim Getter mulai melatih robot super baru, Neo Getter Robo. Namun serangan mendadak dari pemimpin Kekaisaran yang bangkit kembali memaksa mereka merekrut seorang petarung jalanan bernama Go Ichimonji sebagai pilot Getter One. Menghadapi musuh yang sangat kuat, satu-satunya harapan kemenangan tim baru ini mungkin terletak pada kebangkitan senjata umat manusia yang hilang, Shin Getter Robo.

(Sumber: JST)"
940,Inukami!,"Comedy, Romance, Supernatural, Ecchi","Kawahira Keita adalah keturunan dari keluarga penjinak Inukami yang bersejarah; Namun karena kemampuannya yang kurang, ia ditinggalkan oleh keluarganya. Suatu hari, seorang Inukami bernama Youko datang. Dia tampak anggun, patuh, dan yang terpenting, cantik. Segera dia membuat kontrak dengannya, dan dia memberi penghormatan kepadanya. Namun, dia adalah Inukami bermasalah yang tidak dapat dikendalikan oleh siapa pun.

Ini adalah komedi tamparan dari Inukami Tamer, Keita dan Inukami, Youko. Keita adalah pria yang memiliki nafsu duniawi, dan dia sangat menyukai uang dan perempuan. Di sisi lain, Youko suka menghancurkan barang dan sangat cemburu.

(Sumber: AnimeNfo)"
941,Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi","Renkin San-kyuu Ajaib? Pokaan mengikuti kehidupan sehari-hari empat gadis muda. Hanya ada satu kendala: mereka sama sekali tidak normal. Kelompok teman-teman ini—manusia serigala energik Liru, Uma penyihir yang sedang dalam pelatihan, android Aiko yang keibuan, dan vampir Pachira yang menggoda—sebenarnya adalah putri dari dunia bawah yang telah melakukan perjalanan ke dunia manusia untuk mencari rumah baru. Sayangnya, kenaifan dan kurangnya pengetahuan membuat hidup damai di antara penduduk bumi jauh lebih sulit daripada yang mereka bayangkan. 

Saat mereka berusaha beradaptasi dengan gaya hidup baru mereka, mereka menimbulkan berbagai macam masalah, dan akhirnya menarik perhatian yang tidak diinginkan dari seorang wanita bernama Dr. K-Ko. Ilmuwan percaya bahwa penghuni baru Bumi ini merencanakan sesuatu yang tidak baik dan berupaya menangkap gadis-gadis itu untuk membuktikan keberadaan alam gaib dan mendapatkan kredibilitas di mata komunitas ilmiah. Setiap hari menghadirkan petualangan baru saat para gadis menghadapi kegilaan dari kejenakaannya dan semua yang ditawarkan dunia manusia."
